Provider ID,Hospital Name,ZIP Code,County Name,Diagnosis Related Group,Denominator,Footnote,Measure Start Date,Measure End Date,Location,Location 1
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,"Acute myocardial infarction, discharged alive w CC",Not Available,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460010,INTERMOUNTAIN MEDICAL CENTER,84107,SALT LAKE,Cardiac defibrillator implant w/o cardiac cath w/o MCC,15,,########,########,"5121 SOUTH COTTONWOOD STREET
MURRAY, UT 84107
(40.66034663600004, -111.89373522999995)","5121 SOUTH COTTONWOOD STREET
MURRAY, UT
(40.66034663600004, -111.89373522999995)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,Major small and large bowel procedures w MCC,23,,########,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,84132,SALT LAKE,Heart failure and shock w/o CC/MCC,12,,########,########,"50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT 84132
(40.77298795200005, -111.83684362499997)","50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT
(40.77298795200005, -111.83684362499997)"
460021,DIXIE REGIONAL MEDICAL CENTER,84790,WASHINGTON,Female reproductive system reconstructive procedures,Not Available,,########,########,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982198100005, -113.55333508599995)","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09982198100005, -113.55333508599995)"
460044,ALTA VIEW HOSPITAL,84094,SALT LAKE,Spinal fusion except cervical w/o MCC,Not Available,,########,########,"9660 SOUTH 1300 EAST
SANDY, UT 84094
(40.575599778000026, -111.85317706999996)","9660 SOUTH 1300 EAST
SANDY, UT
(40.575599778000026, -111.85317706999996)"
460010,INTERMOUNTAIN MEDICAL CENTER,84107,SALT LAKE,Kidney and ureter procedures for neoplasm w MCC,Not Available,,########,########,"5121 SOUTH COTTONWOOD STREET
MURRAY, UT 84107
(40.66034663600004, -111.89373522999995)","5121 SOUTH COTTONWOOD STREET
MURRAY, UT
(40.66034663600004, -111.89373522999995)"
460003,SALT LAKE REGIONAL MEDICAL CENTER,84102,SALT LAKE,Chronic obstructive pulmonary disease w CC,Not Available,,########,########,"1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT 84102
(40.76933693600006, -111.86093088199999)","1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT
(40.76933693600006, -111.86093088199999)"
460021,DIXIE REGIONAL MEDICAL CENTER,84790,WASHINGTON,Revision of hip or knee replacement w/o CC/MCC,36,,########,########,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982198100005, -113.55333508599995)","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09982198100005, -113.55333508599995)"
460021,DIXIE REGIONAL MEDICAL CENTER,84790,WASHINGTON,Major small and large bowel procedures w/o CC/MCC,15,,########,########,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982198100005, -113.55333508599995)","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09982198100005, -113.55333508599995)"
460041,DAVIS HOSPITAL AND MEDICAL CENTER,84041,DAVIS,Heart failure and shock w/o CC/MCC,20,,########,########,"1600 WEST ANTELOPE DRIVE
LAYTON, UT 84041
(41.08921787400004, -111.99543086899996)","1600 WEST ANTELOPE DRIVE
LAYTON, UT
(41.08921787400004, -111.99543086899996)"
460052,TIMPANOGOS REGIONAL HOSPITAL,84057,UTAH,Kidney and ureter procedures for neoplasm w MCC,Not Available,,########,########,"750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,Laparoscopic cholecystectomy w/o c.d.e. w MCC,Not Available,,########,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC,Not Available,,########,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
460041,DAVIS HOSPITAL AND MEDICAL CENTER,84041,DAVIS,Heart failure and shock w CC,23,,########,########,"1600 WEST ANTELOPE DRIVE
LAYTON, UT 84041
(41.08921787400004, -111.99543086899996)","1600 WEST ANTELOPE DRIVE
LAYTON, UT
(41.08921787400004, -111.99543086899996)"
460042,LAKEVIEW HOSPITAL,84010,DAVIS,Transurethral procedures w MCC,Not Available,,########,########,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668360400004, -111.86823969799997)","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.88668360400004, -111.86823969799997)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Spinal fusion except cervical w MCC,Not Available,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460013,MOUNTAIN VIEW HOSPITAL,84651,UTAH,Other kidney and urinary tract procedures w CC,Not Available,,########,########,"1000 EAST 100 NORTH
PAYSON, UT 84651
(40.04461333800003, -111.71522704399996)","1000 EAST 100 NORTH
PAYSON, UT
(40.04461333800003, -111.71522704399996)"
460013,MOUNTAIN VIEW HOSPITAL,84651,UTAH,Kidney and ureter procedures for neoplasm w/o CC/MCC,Not Available,,########,########,"1000 EAST 100 NORTH
PAYSON, UT 84651
(40.04461333800003, -111.71522704399996)","1000 EAST 100 NORTH
PAYSON, UT
(40.04461333800003, -111.71522704399996)"
460013,MOUNTAIN VIEW HOSPITAL,84651,UTAH,Diabetes w MCC,Not Available,,########,########,"1000 EAST 100 NORTH
PAYSON, UT 84651
(40.04461333800003, -111.71522704399996)","1000 EAST 100 NORTH
PAYSON, UT
(40.04461333800003, -111.71522704399996)"
460041,DAVIS HOSPITAL AND MEDICAL CENTER,84041,DAVIS,Cholecystectomy except by laparoscope w/o c.d.e. w MCC,Not Available,,########,########,"1600 WEST ANTELOPE DRIVE
LAYTON, UT 84041
(41.08921787400004, -111.99543086899996)","1600 WEST ANTELOPE DRIVE
LAYTON, UT
(41.08921787400004, -111.99543086899996)"
460023,AMERICAN FORK HOSPITAL,84003,UTAH,Transurethral prostatectomy w/o CC/MCC,Not Available,,########,########,"170 NORTH 1100 EAST
AMERICAN FORK, UT 84003
(40.38027072600005, -111.76904436599995)","170 NORTH 1100 EAST
AMERICAN FORK, UT
(40.38027072600005, -111.76904436599995)"
460003,SALT LAKE REGIONAL MEDICAL CENTER,84102,SALT LAKE,Chest Pain,Not Available,,########,########,"1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT 84102
(40.76933693600006, -111.86093088199999)","1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT
(40.76933693600006, -111.86093088199999)"
460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,84132,SALT LAKE,Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim,17,,########,########,"50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT 84132
(40.77298795200005, -111.83684362499997)","50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT
(40.77298795200005, -111.83684362499997)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,Extracranial procedures w CC,Not Available,,########,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
460023,AMERICAN FORK HOSPITAL,84003,UTAH,Heart failure and shock w/o CC/MCC,Not Available,,########,########,"170 NORTH 1100 EAST
AMERICAN FORK, UT 84003
(40.38027072600005, -111.76904436599995)","170 NORTH 1100 EAST
AMERICAN FORK, UT
(40.38027072600005, -111.76904436599995)"
460033,GARFIELD MEMORIAL HOSPITAL,84759,GARFIELD,Heart failure and shock w CC,Not Available,,########,########,"200 NORTH 400 EAST
PANGUITCH, UT 84759
(37.82597250800006, -112.42784327299995)","200 NORTH 400 EAST
PANGUITCH, UT
(37.82597250800006, -112.42784327299995)"
460010,INTERMOUNTAIN MEDICAL CENTER,84107,SALT LAKE,Back and neck proc exc spinal fusion w/o CC/MCC,21,,########,########,"5121 SOUTH COTTONWOOD STREET
MURRAY, UT 84107
(40.66034663600004, -111.89373522999995)","5121 SOUTH COTTONWOOD STREET
MURRAY, UT
(40.66034663600004, -111.89373522999995)"
460006,LDS HOSPITAL,84143,SALT LAKE,Revision of hip or knee replacement w CC,11,,########,########,"8TH AVENUE AND C STREET
SALT LAKE CITY, UT 84143
(40.778499871000065, -111.87863972099996)","8TH AVENUE AND C STREET
SALT LAKE CITY, UT
(40.65968998000005, -111.91300138699995)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Biopsies of musculoskeletal system and connective tissue w CC,Not Available,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460003,SALT LAKE REGIONAL MEDICAL CENTER,84102,SALT LAKE,Extracranial procedures w/o CC/MCC,Not Available,,########,########,"1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT 84102
(40.76933693600006, -111.86093088199999)","1050 EAST SOUTH TEMPLE
SALT LAKE CITY, UT
(40.76933693600006, -111.86093088199999)"
460013,MOUNTAIN VIEW HOSPITAL,84651,UTAH,Bilateral or multiple major joint procs of lower extremity w/o MCC,Not Available,,########,########,"1000 EAST 100 NORTH
PAYSON, UT 84651
(40.04461333800003, -111.71522704399996)","1000 EAST 100 NORTH
PAYSON, UT
(40.04461333800003, -111.71522704399996)"
460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,84132,SALT LAKE,"Acute myocardial infarction, discharged alive w MCC",12,,########,########,"50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT 84132
(40.77298795200005, -111.83684362499997)","50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT
(40.77298795200005, -111.83684362499997)"
460030,ASHLEY REGIONAL MEDICAL CENTER,84078,UINTAH,Heart failure and shock w CC,12,,########,########,"150 WEST 100 NORTH
VERNAL, UT 84078
(40.457921845000044, -109.52668436499994)","150 WEST 100 NORTH
VERNAL, UT
(40.457921845000044, -109.52668436499994)"
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,84107,SALT LAKE,Back and neck proc exc spinal fusion w/o CC/MCC,Not Available,,########,########,"5848 SOUTH 300 EAST
MURRAY, UT 84107
(40.64408365700007, -111.89840841299997)","5848 SOUTH 300 EAST
MURRAY, UT
(40.64408365700007, -111.89840841299997)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,Cholecystectomy except by laparoscope w/o c.d.e. w MCC,Not Available,,########,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
460005,OGDEN REGIONAL MEDICAL CENTER,84405,WEBER,Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC,Not Available,,########,########,"5475 SOUTH 500 EAST
OGDEN, UT 84405
(41.16341207600004, -111.96866503299998)","5475 SOUTH 500 EAST
OGDEN, UT
(41.16341207600004, -111.96866503299998)"
460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,84132,SALT LAKE,Cardiac defibrillator implant w/o cardiac cath w MCC,Not Available,,########,########,"50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT 84132
(40.77298795200005, -111.83684362499997)","50 NORTH MEDICAL DRIVE
SALT LAKE CITY, UT
(40.77298795200005, -111.83684362499997)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,Permanent cardiac pacemaker implant w/o CC/MCC,15,,########,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,Transurethral prostatectomy w/o CC/MCC,Not Available,,########,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
460017,BRIGHAM CITY COMMUNITY HOSPITAL,84302,BOX ELDER,Hernia procedures except inguinal and femoral w/o CC/MCC,Not Available,,########,########,"950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT 84302
(41.49152653600004, -112.02418016899998)","950 SOUTH MEDICAL DRIVE
BRIGHAM CITY, UT
(41.49152653600004, -112.02418016899998)"
460026,SEVIER VALLEY MEDICAL CENTER,84701,SEVIER,Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC,Not Available,,########,########,"1000 NORTH MAIN STREET
RICHFIELD, UT 84701
(38.78209039200004, -112.08475199999998)","1000 NORTH MAIN STREET
RICHFIELD, UT
(38.78209039200004, -112.08475199999998)"
460019,UINTAH BASIN MEDICAL CENTER,84066,DUCHESNE,Uterine and adnexa proc for non-malignancy w/o CC/MCC,Not Available,,########,########,"250 WEST 300 NORTH (75-2)
ROOSEVELT, UT 84066
(40.303424936000056, -109.99608898599996)","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT
(40.303424936000056, -109.99608898599996)"
460051,JORDAN VALLEY MEDICAL CENTER,84088,SALT LAKE,Bilateral or multiple major joint procs of lower extremity w/o MCC,Not Available,,########,########,"3580 WEST 9000 SOUTH
WEST JORDAN, UT 84088
(40.58793342400003, -111.97527612899995)","3580 WEST 9000 SOUTH
WEST JORDAN, UT
(40.58793342400003, -111.97527612899995)"
460044,ALTA VIEW HOSPITAL,84094,SALT LAKE,"Acute myocardial infarction, discharged alive w CC",Not Available,,########,########,"9660 SOUTH 1300 EAST
SANDY, UT 84094
(40.575599778000026, -111.85317706999996)","9660 SOUTH 1300 EAST
SANDY, UT
(40.575599778000026, -111.85317706999996)"
460030,ASHLEY REGIONAL MEDICAL CENTER,84078,UINTAH,Revision of hip or knee replacement w CC,Not Available,,########,########,"150 WEST 100 NORTH
VERNAL, UT 84078
(40.457921845000044, -109.52668436499994)","150 WEST 100 NORTH
VERNAL, UT
(40.457921845000044, -109.52668436499994)"
460042,LAKEVIEW HOSPITAL,84010,DAVIS,Heart failure and shock w MCC,Not Available,,########,########,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668360400004, -111.86823969799997)","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.88668360400004, -111.86823969799997)"
460042,LAKEVIEW HOSPITAL,84010,DAVIS,Heart failure and shock w/o CC/MCC,11,,########,########,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668360400004, -111.86823969799997)","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.88668360400004, -111.86823969799997)"
460019,UINTAH BASIN MEDICAL CENTER,84066,DUCHESNE,Major shoulder or elbow joint procedures w CC/MCC,Not Available,,########,########,"250 WEST 300 NORTH (75-2)
ROOSEVELT, UT 84066
(40.303424936000056, -109.99608898599996)","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT
(40.303424936000056, -109.99608898599996)"
460051,JORDAN VALLEY MEDICAL CENTER,84088,SALT LAKE,Chronic obstructive pulmonary disease w CC,18,,########,########,"3580 WEST 9000 SOUTH
WEST JORDAN, UT 84088
(40.58793342400003, -111.97527612899995)","3580 WEST 9000 SOUTH
WEST JORDAN, UT
(40.58793342400003, -111.97527612899995)"
460052,TIMPANOGOS REGIONAL HOSPITAL,84057,UTAH,Heart failure and shock w CC,Not Available,,########,########,"750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Uterine and adnexa proc for non-malignancy w/o CC/MCC,Not Available,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460042,LAKEVIEW HOSPITAL,84010,DAVIS,"Acute myocardial infarction, discharged alive w CC",Not Available,,########,########,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668360400004, -111.86823969799997)","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.88668360400004, -111.86823969799997)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,Cardiac defibrillator implant w/o cardiac cath w MCC,Not Available,,########,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Extracranial procedures w CC,Not Available,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,"Acute myocardial infarction, discharged alive w CC",Not Available,,########,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
460011,CASTLEVIEW HOSPITAL,84501,CARBON,Major small and large bowel procedures w MCC,Not Available,,########,########,"300 NORTH HOSPITAL DRIVE
PRICE, UT 84501
(39.60453376300006, -110.83118408299998)","300 NORTH HOSPITAL DRIVE
PRICE, UT
(39.60453376300006, -110.83118408299998)"
460010,INTERMOUNTAIN MEDICAL CENTER,84107,SALT LAKE,Bilateral or multiple major joint procs of lower extremity w/o MCC,Not Available,,########,########,"5121 SOUTH COTTONWOOD STREET
MURRAY, UT 84107
(40.66034663600004, -111.89373522999995)","5121 SOUTH COTTONWOOD STREET
MURRAY, UT
(40.66034663600004, -111.89373522999995)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Transurethral prostatectomy w/o CC/MCC,16,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460021,DIXIE REGIONAL MEDICAL CENTER,84790,WASHINGTON,Chest Pain,28,,########,########,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982198100005, -113.55333508599995)","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09982198100005, -113.55333508599995)"
460014,MOUNTAIN WEST MEDICAL CENTER,84074,TOOELE,Major joint replacement or reattachment of lower extremity w MCC,Not Available,,########,########,"2055 NORTH MAIN STREET
TOOELE, UT 84074
(40.566694193000046, -112.29591041599997)","2055 NORTH MAIN STREET
TOOELE, UT
(40.566694193000046, -112.29591041599997)"
460058,RIVERTON HOSPITAL,84065,SALT LAKE,Female reproductive system reconstructive procedures,Not Available,,########,########,"3741 WEST 12600 SOUTH
RIVERTON, UT 84065
(40.52227547500007, -111.979928471)","3741 WEST 12600 SOUTH
RIVERTON, UT
(40.52227547500007, -111.979928471)"
460021,DIXIE REGIONAL MEDICAL CENTER,84790,WASHINGTON,Spinal fusion except cervical w/o MCC,Not Available,,########,########,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982198100005, -113.55333508599995)","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09982198100005, -113.55333508599995)"
460005,OGDEN REGIONAL MEDICAL CENTER,84405,WEBER,Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC,Not Available,,########,########,"5475 SOUTH 500 EAST
OGDEN, UT 84405
(41.16341207600004, -111.96866503299998)","5475 SOUTH 500 EAST
OGDEN, UT
(41.16341207600004, -111.96866503299998)"
460014,MOUNTAIN WEST MEDICAL CENTER,84074,TOOELE,Permanent cardiac pacemaker implant w CC,Not Available,,########,########,"2055 NORTH MAIN STREET
TOOELE, UT 84074
(40.566694193000046, -112.29591041599997)","2055 NORTH MAIN STREET
TOOELE, UT
(40.566694193000046, -112.29591041599997)"
460005,OGDEN REGIONAL MEDICAL CENTER,84405,WEBER,Extracranial procedures w/o CC/MCC,11,,########,########,"5475 SOUTH 500 EAST
OGDEN, UT 84405
(41.16341207600004, -111.96866503299998)","5475 SOUTH 500 EAST
OGDEN, UT
(41.16341207600004, -111.96866503299998)"
460052,TIMPANOGOS REGIONAL HOSPITAL,84057,UTAH,Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC,Not Available,,########,########,"750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
460011,CASTLEVIEW HOSPITAL,84501,CARBON,Major joint replacement or reattachment of lower extremity w MCC,Not Available,,########,########,"300 NORTH HOSPITAL DRIVE
PRICE, UT 84501
(39.60453376300006, -110.83118408299998)","300 NORTH HOSPITAL DRIVE
PRICE, UT
(39.60453376300006, -110.83118408299998)"
460042,LAKEVIEW HOSPITAL,84010,DAVIS,Major joint replacement or reattachment of lower extremity w MCC,Not Available,,########,########,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668360400004, -111.86823969799997)","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.88668360400004, -111.86823969799997)"
460015,LOGAN REGIONAL HOSPITAL,84341,CACHE,Major small and large bowel procedures w CC,Not Available,,########,########,"500 EAST 1400 NORTH
LOGAN, UT 84341
(41.75743373000006, -111.82112768799999)","500 EAST 1400 NORTH
LOGAN, UT
(41.75743373000006, -111.82112768799999)"
460004,MCKAY DEE HOSPITAL,84403,WEBER,Spinal fusion except cervical w/o MCC,51,,########,########,"4401 HARRISON BOULEVARD
OGDEN, UT 84403
(41.182842762000064, -111.94917334099995)","4401 HARRISON BOULEVARD
OGDEN, UT
(41.182842762000064, -111.94917334099995)"
460001,UTAH VALLEY REGIONAL MEDICAL CENTER,84604,UTAH,Coronary bypass w/o cardiac cath w MCC,Not Available,,########,########,"1034 NORTH 500 WEST
PROVO, UT 84604
(40.24649080700004, -111.66739467299999)","1034 NORTH 500 WEST
PROVO, UT
(40.24649080700004, -111.66739467299999)"
460052,TIMPANOGOS REGIONAL HOSPITAL,84057,UTAH,Major small and large bowel procedures w/o CC/MCC,Not Available,,########,########,"750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
460021,DIXIE REGIONAL MEDICAL CENTER,84790,WASHINGTON,Cervical spinal fusion w CC,Not Available,,########,########,"1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT 84790
(37.09982198100005, -113.55333508599995)","1380 EAST MEDICAL CENTER DRIVE
ST GEORGE, UT
(37.09982198100005, -113.55333508599995)"
460019,UINTAH BASIN MEDICAL CENTER,84066,DUCHESNE,Chest Pain,Not Available,,########,########,"250 WEST 300 NORTH (75-2)
ROOSEVELT, UT 84066
(40.303424936000056, -109.99608898599996)","250 WEST 300 NORTH (75-2)
ROOSEVELT, UT
(40.303424936000056, -109.99608898599996)"
460042,LAKEVIEW HOSPITAL,84010,DAVIS,Perc cardiovasc proc w drug-eluting stent w/o MCC,Not Available,,########,########,"630 EAST MEDICAL DRIVE
BOUNTIFUL, UT 84010
(40.88668360400004, -111.86823969799997)","630 EAST MEDICAL DRIVE
BOUNTIFUL, UT
(40.88668360400004, -111.86823969799997)"
460013,MOUNTAIN VIEW HOSPITAL,84651,UTAH,Major joint replacement or reattachment of lower extremity w MCC,Not Available,,########,########,"1000 EAST 100 NORTH
PAYSON, UT 84651
(40.04461333800003, -111.71522704399996)","1000 EAST 100 NORTH
PAYSON, UT
(40.04461333800003, -111.71522704399996)"
460005,OGDEN REGIONAL MEDICAL CENTER,84405,WEBER,Perc cardiovasc proc w drug-eluting stent w/o MCC,16,,########,########,"5475 SOUTH 500 EAST
OGDEN, UT 84405
(41.16341207600004, -111.96866503299998)","5475 SOUTH 500 EAST
OGDEN, UT
(41.16341207600004, -111.96866503299998)"
460047,ST MARKS HOSPITAL,84124,SALT LAKE,Simple pneumonia and pleurisy w MCC,70,,########,########,"1200 EAST 3900 SOUTH
SALT LAKE CITY, UT 84124
(40.68704076400007, -111.85675983399994)","1200 EAST 3900 SOUTH
SALT LAKE CITY, UT
(40.68704076400007, -111.85675983399994)"
460015,LOGAN REGIONAL HOSPITAL,84341,CACHE,Chronic obstructive pulmonary disease w/o CC/MCC,Not Available,,########,########,"500 EAST 1400 NORTH
LOGAN, UT 84341
(41.75743373000006, -111.82112768799999)","500 EAST 1400 NORTH
LOGAN, UT
(41.75743373000006, -111.82112768799999)"
460052,TIMPANOGOS REGIONAL HOSPITAL,84057,UTAH,Spinal fusion except cervical w/o MCC,15,,########,########,"750 WEST 800 NORTH
OREM, UT 84057
(40.312087907000034, -111.71475115099997)","750 WEST 800 NORTH
OREM, UT
(40.312087907000034, -111.71475115099997)"
460051,JORDAN VALLEY MEDICAL CENTER,84088,SALT LAKE,"Acute myocardial infarction, discharged alive w/o CC/MCC",Not Available,,########,########,"3580 WEST 9000 SOUTH
WEST JORDAN, UT 84088
(40.58793342400003, -111.97527612899995)","3580 WEST 9000 SOUTH
WEST JORDAN, UT
(40.58793342400003, -111.97527612899995)"
460013,MOUNTAIN VIEW HOSPITAL,84651,UTAH,Transurethral prostatectomy w/o CC/MCC,Not Available,,########,########,"1000 EAST 100 NORTH
PAYSON, UT 84651
(40.04461333800003, -111.71522704399996)","1000 EAST 100 NORTH
PAYSON, UT
(40.04461333800003, -111.71522704399996)"
460005,OGDEN REGIONAL MEDICAL CENTER,84405,WEBER,Permanent cardiac pacemaker implant w/o CC/MCC,Not Available,,########,########,"5475 SOUTH 500 EAST
OGDEN, UT 84405
(41.16341207600004, -111.96866503299998)","5475 SOUTH 500 EAST
OGDEN, UT
(41.16341207600004, -111.96866503299998)"
460006,LDS HOSPITAL,84143,SALT LAKE,Hernia procedures except inguinal and femoral w MCC,Not Available,,########,########,"8TH AVENUE AND C STREET
SALT LAKE CITY, UT 84143
(40.778499871000065, -111.87863972099996)","8TH AVENUE AND C STREET
SALT LAKE CITY, UT
(40.65968998000005, -111.91300138699995)"
460005,OGDEN REGIONAL MEDICAL CENTER,84405,WEBER,Chronic obstructive pulmonary disease w/o CC/MCC,11,,########,########,"5475 SOUTH 500 EAST
OGDEN, UT 84405
(41.16341207600004, -111.96866503299998)","5475 SOUTH 500 EAST
OGDEN, UT
(41.16341207600004, -111.96866503299998)"
460035,BEAVER VALLEY HOSPITAL,84713,BEAVER,Simple pneumonia and pleurisy w MCC,Not Available,,########,########,"1109 NORTH 100 WEST
BEAVER, UT 84713
(38.289840242000025, -112.64318848899995)","1109 NORTH 100 WEST
BEAVER, UT
(38.289840242000025, -112.64318848899995)"
