Year,Health Plan Type,Plan Name,Measure Name,Submeasure Name,Measure definition,Computed Value,State Average by Carrier Type (Stratified),Utah Average,National Average,Method,Measure ID,Data Element
2016,Commercial PPO,Regence-BCBS,Prenatal and Postpartum Care,Postpartum Care,The percentage of deliveries that had a postpartum visit on or between 21 and 56 days after delivery.,71.96,54.28,,63.11,Admin+Chart Review,PPC,ratepost
2016,Commercial PPO,Regence-BCBS,Prenatal and Postpartum Care,Timeliness of Prenatal Care,The percentage of deliveries that received a prenatal care visit as a member of the organization in the first trimester or within 42 days of enrollment in the organization.,78.5,47.63,,74.92,Admin+Chart Review,PPC,ratetime
2016,Commercial PPO,Regence-BCBS,Statin Therapy for Patients With Cardiovascular Disease,Received Statin Therapy - Males 21-75,The percentage of males 21-75 years of age who were identified as having clinical atherosclerotic cardiovascular disease (ASCVD) and received at least one high or moderate-intensity statin.,87.07,85.5,,,Administrative,SPC,raters2175
2016,Commercial PPO,Regence-BCBS,Statin Therapy for Patients With Cardiovascular Disease,Received Statin Therapy - Females 40-75,The percentage of females 40-75 years of age who were identified as having clinical atherosclerotic cardiovascular disease (ASCVD) and received at least one high or moderate-intensity statin.,76.24,74.83,,,Administrative,SPC,raters4075
2016,Commercial PPO,Regence-BCBS,Statin Therapy for Patients With Cardiovascular Disease,Received Statin Therapy - Total,The percentage of males 21-75 years of age and females 40-75 years of age who were identified as having clinical atherosclerotic cardiovascular disease (ASCVD) and received at least one high or moderate-intensity statin.,85.02,82.68,,,Administrative,SPC,raterstot
2016,Commercial PPO,Regence-BCBS,Statin Therapy for Patients With Cardiovascular Disease,Statin Adherence 80% - Males 21-75,The percentage of males 21-75 years of age who were identified as having clinical atherosclerotic cardiovascular disease (ASCVD) and remained on a high or moderate-intensity statin at least 80% of the period.,74.27,74.15,,,Administrative,SPC,ratesa2175
2016,Commercial PPO,Regence-BCBS,Statin Therapy for Patients With Cardiovascular Disease,Statin Adherence 80% - Females 40-75,The percentage of females 40-75 years of age who were identified as having clinical atherosclerotic cardiovascular disease (ASCVD) and remained on a high or moderate-intensity statin at least 80% of the period.,80.52,73.44,,,Administrative,SPC,ratesa4075
2016,Commercial PPO,Regence-BCBS,Statin Therapy for Patients With Cardiovascular Disease,Statin Adherence 80% - Total,The percentage of males 21-75 years of age and females 40-75 years of age who were identified as having clinical atherosclerotic cardiovascular disease (ASCVD) and remained on a high or moderate-intensity statin at least 80% of the period.,75.33,75.99,,,Administrative,SPC,ratesatot
2016,Commercial PPO,Regence-BCBS,Statin Therapy for Patients With Diabetes,Received Statin Therapy,The percentage of members 40-75 years of age with diabetes who do not have clinical atherosclerotic cardiovascular disease (ASCVD) and received at least one high or moderate-intensity statin.,59.42,56.54,,,Administrative,SPD,raters
2016,Commercial PPO,Regence-BCBS,Statin Therapy for Patients With Diabetes,Statin Adherence 80%,The percentage of members 40-75 years of age with diabetes who do not have clinical atherosclerotic cardiovascular disease (ASCVD) and remained on a high or moderate-intensity statin at least 80% of the period.,66.93,67.02,,,Administrative,SPD,ratesa
2016,Commercial PPO,Regence-BCBS,Use of Spirometry Testing in the Assessment and Diagnosis of COPD,,"The percentage of adults 40 years of age and older with a new diagnosis of COPD or newly active COPD, who received spirometry testing to confirm the diagnosis.",33.5,39.49,,41.11,Administrative,SPR,rate
2016,Commercial PPO,Regence-BCBS,Appropriate Treatment for Children With URI,,The percentage of children 3 months-18 years of age who were given a diagnosis of URI and were not dispensed an antibiotic prescription.,87.28,89.34,,86.68,Administrative,URI,rate
2016,Commercial PPO,Regence-BCBS,Well-Child Visits in the First 15 Months of Life,0 Visits,The percentage of children who turned 15 months old and had no well-child visits with a primary care physician during their first 15 months of life.,2.38,2.55,,2.54,Administrative,W15,rate0
2016,Commercial PPO,Regence-BCBS,Well-Child Visits in the First 15 Months of Life,1 Visit,The percentage of children who turned 15 months old and had one well-child visit with a primary care physician during their first 15 months of life.,1.52,1.77,,1.32,Administrative,W15,rate1
2016,Commercial PPO,Regence-BCBS,Well-Child Visits in the First 15 Months of Life,2 Visits,The percentage of children who turned 15 months old and had two well-child visits with a primary care physician during their first 15 months of life.,1.84,2.51,,1.37,Administrative,W15,rate2
2016,Commercial PPO,Regence-BCBS,Well-Child Visits in the First 15 Months of Life,3 Visits,The percentage of children who turned 15 months old and had three well-child visits with a primary care physician during their first 15 months of life.,2.28,2.91,,2.04,Administrative,W15,rate3
2016,Commercial PPO,Regence-BCBS,Well-Child Visits in the First 15 Months of Life,4 Visits,The percentage of children who turned 15 months old and had four well-child visits with a primary care physician during their first 15 months of life.,5.09,6.34,,4.36,Administrative,W15,rate4
2016,Commercial PPO,Regence-BCBS,Well-Child Visits in the First 15 Months of Life,5 Visits,The percentage of children who turned 15 months old and had five well-child visits with a primary care physician during their first 15 months of life.,15.49,16.08,,11.04,Administrative,W15,rate5
2016,Commercial PPO,Regence-BCBS,Well-Child Visits in the First 15 Months of Life,6+ Visits,The percentage of children who turned 15 months old and had at least six well-child visits with a primary care physician during their first 15 months of life.,71.4,68.38,,77.33,Administrative,W15,rate6
2016,Commercial PPO,Regence-BCBS,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",,The percentage of children 3-6 years of age who received one or more well-child visits with a primary care practitioner .,61.4,60.49,,72.35,Administrative,W34,rate
2016,Commercial PPO,Regence-BCBS,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents,BMI Percentile,The percentage of children 3-17 years of age who had an outpatient visit with a primary care practitioner or OB/GYN and who had evidence of BMI percentile documentation.,43.31,23.31,,46.03,Admin+Chart Review,WCC,ratebtot
2017,PPO,Aetna Health of Utah Inc.,MPM Annual Mon on Persistent Meds,Reported rate - ACE inhibitors or ARBs,,79.94,,,82.07,A,mpm,rateace
2016,Commercial PPO,Regence-BCBS,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents,Counseling for Nutrition,The percentage of children 3-17 years of age who had an outpatient visit with a primary care practitioner or OB/GYN and who had evidence of counseling for nutrition.,48.18,25.18,,46.62,Admin+Chart Review,WCC,ratentot
2016,Commercial PPO,Regence-BCBS,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents,Counseling for Physical Activity,The percentage of children 3-17 years of age who had an outpatient visit with a primary care practitioner or OB/GYN and who had evidence of counseling for physical activity.,38.69,20.72,,42.44,Admin+Chart Review,WCC,rateptot
2016,CHIP,SelectHealth,Avoidance of Antibiotic Treatment in Adults with Acute Bronchitis,,The percentage of adults 18-64 years of age with a diagnosis of acute bronchitis who were not dispensed an antibiotic prescription.,,,,28.09,Not Reportable,AAB,rate
2016,CHIP,SelectHealth,Adults' Access to Preventive/Ambulatory Health Services,20-44 Years,The percentage of members 20-44 years and older who had an ambulatory or preventive care visit.,,,,77.27,Not Reportable,AAP,rate2044
2016,CHIP,SelectHealth,Adults' Access to Preventive/Ambulatory Health Services,45-64 Years,The percentage of members 45-64 years and older who had an ambulatory or preventive care visit.,,,,85.52,Not Reportable,AAP,rate4564
2016,CHIP,SelectHealth,Adults' Access to Preventive/Ambulatory Health Services,65+ Years,The percentage of members age 65+ years and older who had an ambulatory or preventive care visit.,,,,84.53,Not Reportable,AAP,rate65
2016,CHIP,SelectHealth,Adults' Access to Preventive/Ambulatory Health Services,Total,The percentage of members 20 years and older who had an ambulatory or preventive care visit.,,,,80.54,Not Reportable,AAP,ratetot
2016,CHIP,SelectHealth,Adult BMI Assessment,,The percentage of adults 18-74 years of age who had an outpatient visit and whose BMI was documented in the past two years.,,,,80.77,Not Reportable,ABA,rate
2016,CHIP,SelectHealth,Follow-Up Care for Children Prescribed ADHD Medication,Continuation and Maintenance (C&M) Phase,"The percentage of children between 6 and 12 years of age who had a prescription for ADHD medication and remained on it for at least 210 days, and had at least two follow-up visits in the 9 months subsequent to the Initiation Phase.",27.27,30.3,,50.93,Administrative,ADD,ratecont
2016,CHIP,SelectHealth,Follow-Up Care for Children Prescribed ADHD Medication,Initiation Phase,"The percentage of children between 6 and 12 years of age who were diagnosed with ADHD and had one follow-up visit with a practitioner with prescribing authority, within 30 days of their first prescription of ADHD medication.",30,31.67,,42.2,Administrative,ADD,rateinit
2016,CHIP,SelectHealth,Annual Dental Visit,11-14 Years,"The percentage of Medicaid members 11-14 years of age with dental benefits, who had at least one dental visit .",,72.4,,55.85,Not Reportable,ADV,rate1114
2016,CHIP,SelectHealth,Annual Dental Visit,15-18 Years,"The percentage of Medicaid members 15-18 years of age with dental benefits, who had at least one dental visit .",,62.68,,47.42,Not Reportable,ADV,rate1518
2016,CHIP,SelectHealth,Annual Dental Visit,19-21 Years,"The percentage of Medicaid members 19-20 years of age with dental benefits, who had at least one dental visit .",,48.81,,32.69,Not Reportable,ADV,rate1920
2016,CHIP,SelectHealth,Annual Dental Visit,2-3 Years,"The percentage of Medicaid members 2-3 years of age with dental benefits, who had at least one dental visit .",,50.32,,35.45,Not Reportable,ADV,rate23
2016,CHIP,SelectHealth,Annual Dental Visit,4-6 Years,"The percentage of Medicaid members 4-6 years of age with dental benefits, who had at least one dental visit .",,76.98,,57.65,Not Reportable,ADV,rate46
2016,CHIP,SelectHealth,Annual Dental Visit,7-10 Years,"The percentage of Medicaid members 7-10 years of age with dental benefits, who had at least one dental visit .",,80.17,,60.63,Not Reportable,ADV,rate710
2016,CHIP,SelectHealth,Annual Dental Visit,Total,"The percentage of Medicaid members 2-20 years of age with dental benefits, who had at least one dental visit.",,71.12,,48.26,Not Reportable,ADV,ratetot
2016,CHIP,SelectHealth,Antidepressant Medication Management,Effective Acute Phase Treatment,"The percentage of adults 18 years of age and older with a diagnosis of major depression, who were newly treated with antidepressant medication and remained on an antidepressant medication for at least 84 days (12 weeks).",,50,,54.45,Not Reportable,AMM,rateeap
2017,PPO,Aetna Health of Utah Inc.,MPM Annual Mon on Persistent Meds,Reported rate - Digoxin,,52.5,,,38.58,A,mpm,ratedig
2017,HMO,Altius Health Plans Inc.,IMA Immunizations for Adolescents,Rate - Combo 1,,86.56,,,74.89,H,ima,rateco1
2016,CHIP,SelectHealth,Antidepressant Medication Management,Effective Continuation Phase Treatment,"The percentage of adults 18 years of age and older with a diagnosis of major depression, who were newly treated with antidepressant medication and remained on an antidepressant medication for at least 180 days (6 months).",,50,,39.44,Not Reportable,AMM,rateecp
2016,CHIP,SelectHealth,Asthma Medication Ratio,12-18 Years,The percentage of adults and adolescents 12-18 years of age with persistent asthma and had a ratio of controller medications to total asthma medications of 0.50 or greater .,64.71,63.6,,59.13,Administrative,AMR,rate1218
2016,CHIP,SelectHealth,Asthma Medication Ratio,19-50 Years,The percentage of adults and adolescents 19-50 years of age with persistent asthma and had a ratio of controller medications to total asthma medications of 0.50 or greater .,100,100,,48.9,Administrative,AMR,rate1950
2016,CHIP,SelectHealth,Asthma Medication Ratio,5-11 Years,The percentage of adults and adolescents 5-11 years of age with persistent asthma and had a ratio of controller medications to total asthma medications of 0.50 or greater .,90.91,83.92,,70.15,Administrative,AMR,rate511
2016,CHIP,SelectHealth,Asthma Medication Ratio,51-64 Years,The percentage of adults and adolescents 51-64 years of age with persistent asthma and had a ratio of controller medications to total asthma medications of 0.50 or greater .,,,,51.72,Administrative,AMR,rate5164
2016,CHIP,SelectHealth,Asthma Medication Ratio,Total,The percentage of adults and adolescents 5-85 years of age with persistent asthma and had a ratio of controller medications to total asthma medications of 0.50 or greater .,82.35,76.89,,59.67,Administrative,AMR,ratetot
2016,CHIP,SelectHealth,Use of Multiple Concurrent Antipsychotics in Children and Adolescents,12-17 Years,The percentage of children 12-17 years of age who were on two or more concurrent antipsychotic medications.,0,0,,3,Administrative,APC,rate1217
2016,CHIP,SelectHealth,Use of Multiple Concurrent Antipsychotics in Children and Adolescents,1-5 Years,The percentage of children 1-5 years of age who were on two or more concurrent antipsychotic medications.,,,,0.66,Administrative,APC,rate15
2016,CHIP,SelectHealth,Use of Multiple Concurrent Antipsychotics in Children and Adolescents,6-11 Years,The percentage of children 6-11 years of age who were on two or more concurrent antipsychotic medications.,0,0,,1.82,Administrative,APC,rate611
2016,CHIP,SelectHealth,Use of Multiple Concurrent Antipsychotics in Children and Adolescents,Total,The percentage of children 1-17 years of age who were on two or more concurrent antipsychotic medications.,0,0,,2.49,Administrative,APC,ratetot
2016,CHIP,SelectHealth,Metabolic Monitoring for children on Antipsychotics,12-17 Years,The percentage of children 12-17 years of age who had two or more antipsychotic prescriptions and had metabolic testing.,36.84,25.56,,32.05,Administrative,APM,rate1217
2016,CHIP,SelectHealth,Metabolic Monitoring for children on Antipsychotics,1-5 Years,The percentage of children 1-5 years of age who had two or more antipsychotic prescriptions and had metabolic testing.,,,,16.7,Administrative,APM,rate15
2016,CHIP,SelectHealth,Metabolic Monitoring for children on Antipsychotics,6-11 Years,The percentage of children 6-11 years of age who had two or more antipsychotic prescriptions and had metabolic testing.,44.44,42.22,,26.16,Administrative,APM,rate611
2016,CHIP,SelectHealth,Metabolic Monitoring for children on Antipsychotics,Total,The percentage of children 1-17 years of age who had two or more antipsychotic prescriptions and had metabolic testing.,39.29,32.14,,29.84,Administrative,APM,ratetot
2016,CHIP,SelectHealth,Use of First-Line Psychosocial Care for children on Antipsychotics,12-17 Years,The percentage of children 12-17 years of age who had a new prescription for an antipsychotic medication and had documentation of psychological care as first-line treatment.,54.55,27.27,,59.12,Administrative,APP,rate1217
2016,CHIP,SelectHealth,Use of First-Line Psychosocial Care for children on Antipsychotics,1-5 Years,The percentage of children 1-5 years of age who had a new prescription for an antipsychotic medication and had documentation of psychological care as first-line treatment.,,,,49.04,Administrative,APP,rate15
2016,CHIP,SelectHealth,Use of First-Line Psychosocial Care for children on Antipsychotics,6-11 Years,The percentage of children 6-11 years of age who had a new prescription for an antipsychotic medication and had documentation of psychological care as first-line treatment.,0,0,,58.83,Administrative,APP,rate611
2016,CHIP,SelectHealth,Use of First-Line Psychosocial Care for children on Antipsychotics,Total,The percentage of children 1-17 years of age who had a new prescription for an antipsychotic medication and had documentation of psychological care as first-line treatment.,46.15,23.08,,57.44,Administrative,APP,ratetot
2016,CHIP,SelectHealth,Disease Modifying Anti-Rheumatic Drug Therapy in Rheumatoid Arthritis,,The percentage of adults diagnosed with RA who were dispensed at least one ambulatory prescription for a DMARD.,,,,71.69,Not Reportable,ART,rate
2016,CHIP,SelectHealth,Adolescent Well-Care Visits,,The percentage of enrolled adolescents and young adults 12-21 years of age who had at least one comprehensive well-care visit with a primary care practitioner or an OB/GYN practitioner .,48.66,48.39,,48.89,Admin+Chart Review,AWC,rate
2016,CHIP,SelectHealth,Breast Cancer Screening,,The percentage of women 50-74 years of age who had at least one mammogram to screen for breast cancer in the past two years.,,,,58.5,Not Reportable,BCS,ratetot
2016,CHIP,SelectHealth,Children and Adolescents' Access to Primary Care Practitioners,12-19 Years,The percentage of adolescents 12-19 years who had a visit with a PCP or the year prior to the measurement year.,90.55,89.17,,88.6,Administrative,CAP,rate1219
2016,CHIP,SelectHealth,Children and Adolescents' Access to Primary Care Practitioners,12-24 Months,The percentage of children 12-24 months who had a visit with a PCP .,98.83,97.82,,94.69,Administrative,CAP,rate1224
2017,HMO,Altius Health Plans Inc.,IMA Immunizations for Adolescents,Rate - Combo 2,,12.97,,,18.44,H,ima,rateco2
2016,CHIP,SelectHealth,Children and Adolescents' Access to Primary Care Practitioners,25 Months - 6 Years,The percentage of children 25 months-6 years who had a visit with a PCP during the measure year.,88.79,87.39,,87.24,Administrative,CAP,rate256
2016,CHIP,SelectHealth,Children and Adolescents' Access to Primary Care Practitioners,7-11 Years,The percentage of children 7-11 years who had a visit with a PCP during the measure year or the year prior to the measurement year.,88.3,88.98,,90.23,Administrative,CAP,rate711
2016,CHIP,SelectHealth,Call Answer Timeliness,,The percentage of calls received by the organization's Member Services call centers (during operating hours) that were answered by a live voice within 30 seconds.,,,,,Not Reportable,CAT,rate
2016,CHIP,SelectHealth,Controlling High Blood Pressure,,The percentage of adults 18-85 years of age who had a diagnosis of hypertension and whose blood pressure was adequately controlled.,,,,54.74,Not Reportable,CBP,ratetot
2016,CHIP,SelectHealth,Cervical Cancer Screening,,The percentage of women 21-64 years of age who were screened for cervical cancer.,,,,55.85,Not Reportable,CCS,rate
2016,CHIP,SelectHealth,Comprehensive Diabetes Care,HbA1c Control (<8.0%),The percentage of adults 18-75 years of age with diabetes (type 1 and type 2) who had HbA1c control (<8.0%).,,,,45.54,Not Reportable,CDC,rateade
2016,CHIP,SelectHealth,Comprehensive Diabetes Care,Blood Pressure Control (<140/90 mm Hg),The percentage of adults 18-75 years of age with diabetes (type 1 and type 2) who had BP control (<140/90 mm Hg).,,,,59.04,Not Reportable,CDC,ratebp90
2016,CHIP,SelectHealth,Comprehensive Diabetes Care,Eye Exam (Retinal) Performed,The percentage of adults 18-75 years of age with diabetes (type 1 and type 2) who had an eye exam (retinal) performed.,,,,52.68,Not Reportable,CDC,rateeye
2016,CHIP,SelectHealth,Comprehensive Diabetes Care,HbA1c Control (<7.0%),The percentage of adults 18-75 years of age with diabetes (type 1 and type 2) who had HbA1c control (<7.0%) for a selected population.,,,,32.36,Not Reportable,CDC,rategoo
2016,CHIP,SelectHealth,Comprehensive Diabetes Care,Medical Attention for Nephropathy,The percentage of adults 18-75 years of age with diabetes (type 1 and type 2) who had medical attention for nephropathy.,,,,90.01,Not Reportable,CDC,ratenep
2016,CHIP,SelectHealth,Comprehensive Diabetes Care,HbA1c Poor Control (>9.0%),The percentage of adults 18-75 years of age with diabetes (type 1 and type 2) who had HbA1c poor control (>9.0%).,,,,45.35,Not Reportable,CDC,ratepoo
2016,CHIP,SelectHealth,Comprehensive Diabetes Care,Hemoglobin A1c (HbA1c) Testing,The percentage of adults 18-75 years of age with diabetes (type 1 and type 2) who had Hemoglobin A1c (HbA1c) testing.,,,,85.94,Not Reportable,CDC,ratetst
2016,CHIP,SelectHealth,Chlamydia Screening in Women,16-20 Years,The percentage of women 16-20 years of age who were identified as sexually active and who had at least one test for chlamydia .,24.39,24.39,,51.49,Administrative,CHL,rate1620
2016,CHIP,SelectHealth,Chlamydia Screening in Women,21-24 Years,The percentage of women 21-24 years of age who were identified as sexually active and who had at least one test for chlamydia .,,,,60.65,Administrative,CHL,rate2124
2016,CHIP,SelectHealth,Chlamydia Screening in Women,Total,The percentage of women 16-24 years of age who were identified as sexually active and who had at least one test for chlamydia .,24.39,24.39,,55.27,Administrative,CHL,ratetot
2016,Commercial HMO,SelectHealth,Adult BMI Assessment,,The percentage of adults 18-74 years of age who had an outpatient visit and whose BMI was documented in the past two years.,91.86,86.51,,79.28,Admin+Chart Review,ABA,rate
2016,CHIP,SelectHealth,Childhood Immunization Status,Combination #10,"The percentage of children 2 years of age who had four (DTaP); three (IPV); one (MMR); three (HiB); three (HepB), one (VZV); four (PCV); one (HepA); two or three (RV); and two (flu) vaccines by their second birthday.",43.33,46.41,,33.24,Admin+Chart Review,CIS,rateco10
2016,CHIP,SelectHealth,Childhood Immunization Status,Combination #2,The percentage of children 2 years of age who had four (DTaP); three (IPV); one (MMR); three (HiB); three (HepB); and one (VZV) vaccines by their second birthday.,86.67,85,,72.46,Admin+Chart Review,CIS,rateco2
2016,CHIP,SelectHealth,Childhood Immunization Status,Combination #3,The percentage of children 2 years of age who had four (DTaP); three (IPV); one (MMR); three (HiB); three (HepB); one (VZV); and four (PCV) vaccines by their second birthday.,83.33,82.58,,68.99,Admin+Chart Review,CIS,rateco3
2016,CHIP,SelectHealth,Childhood Immunization Status,Combination #4,"The percentage of children 2 years of age who had four (DTaP); three (IPV); one (MMR); three (HiB); three (HepB), one (VZV); four (PCV); and one (HepA) vaccines by their second birthday.",83.06,82.18,,65.91,Admin+Chart Review,CIS,rateco4
2016,CHIP,SelectHealth,Childhood Immunization Status,Combination #5,"The percentage of children 2 years of age who had four (DTaP); three (IPV); one (MMR); three (HiB); three (HepB), one (VZV); four (PCV); and two or three (RV) vaccines by their second birthday.",74.17,74.2,,57.21,Admin+Chart Review,CIS,rateco5
2016,CHIP,SelectHealth,Childhood Immunization Status,Combination #6,"The percentage of children 2 years of age who had four (DTaP); three (IPV); one (MMR); three (HiB); three (HepB), one (VZV); four (PCV); and two (flu) vaccines by their second birthday.",46.39,49.46,,39.01,Admin+Chart Review,CIS,rateco6
2016,CHIP,SelectHealth,Childhood Immunization Status,Combination #7,"The percentage of children 2 years of age who had four (DTaP); three (IPV); one (MMR); three (HiB); three (HepB), one (VZV); four (PCV); one (HepA); and two or three (RV) vaccines by their second birthday.",73.89,73.81,,55.17,Admin+Chart Review,CIS,rateco7
2016,CHIP,SelectHealth,Childhood Immunization Status,Combination #8,"The percentage of children 2 years of age who had four (DTaP); three (IPV); one (MMR); three (HiB); three (HepB), one (VZV); four (PCV); one (HepA); and two (flu) vaccines by their second birthday.",46.39,49.2,,38.01,Admin+Chart Review,CIS,rateco8
2017,PPO,PEHP,COL Colorectal Cancer Screening,Reported Rate,,59.18,,,58.31,A,col,rate
2016,CHIP,SelectHealth,Childhood Immunization Status,Combination #9,"The percentage of children 2 years of age who had four (DTaP); three (IPV); one (MMR); three (HiB); three (HepB), one (VZV); four (PCV); two or three (RV); and two (flu) vaccines by their second birthday.",43.33,46.67,,33.86,Admin+Chart Review,CIS,rateco9
2016,CHIP,SelectHealth,Childhood Immunization Status,DTaP,The percentage of children 2 years of age who had four (DTaP) vaccines by their second birthday.,87.5,88.45,,76.33,Admin+Chart Review,CIS,ratedtp
2016,CHIP,SelectHealth,Childhood Immunization Status,Influenza,The percentage of children 2 years of age who had two (flu) vaccines by their second birthday.,48.89,52.22,,45.74,Admin+Chart Review,CIS,rateflu
2016,CHIP,SelectHealth,Childhood Immunization Status,Hepatitis B,The percentage of children 2 years of age who had three (HepB) vaccines by their second birthday.,95,92.7,,87.7,Admin+Chart Review,CIS,ratehep
2016,CHIP,SelectHealth,Childhood Immunization Status,HiB,The percentage of children 2 years of age who had three (HiB) vaccines by their second birthday.,94.72,94.08,,87.62,Admin+Chart Review,CIS,ratehib
2016,CHIP,SelectHealth,Childhood Immunization Status,Hepatitis A,The percentage of children 2 years of age who had one (HepA) vaccine by their second birthday.,94.72,93.83,,83.7,Admin+Chart Review,CIS,ratehpa
2016,CHIP,SelectHealth,Childhood Immunization Status,MMR,The percentage of children 2 years of age who had one (MMR) vaccine by their second birthday.,95.28,95.11,,89.21,Admin+Chart Review,CIS,ratemmr
2016,CHIP,SelectHealth,Childhood Immunization Status,IPV,The percentage of children 2 years of age who had three (IPV) vaccines by their second birthday.,94.72,94.58,,87.7,Admin+Chart Review,CIS,rateopv
2016,CHIP,SelectHealth,Childhood Immunization Status,Pneumococcal Conjugate,The percentage of children 2 years of age who had four (PCV) vaccines by their second birthday.,86.94,88.67,,76.53,Admin+Chart Review,CIS,ratepc
2016,CHIP,SelectHealth,Childhood Immunization Status,Rotavirus,The percentage of children 2 years of age who had two or three (RV) vaccines by their second birthday.,81.39,81.35,,67.94,Admin+Chart Review,CIS,raterot
2016,CHIP,SelectHealth,Childhood Immunization Status,VZV,The percentage of children 2 years of age who had one (VZV) vaccine by their second birthday.,94.72,94.08,,88.79,Admin+Chart Review,CIS,ratevzv
2016,CHIP,SelectHealth,Appropriate Testing for Children with Pharyngitis,,"The percentage of children 2-18 years of age who were diagnosed with pharyngitis and dispensed an antibiotic, and received a group A streptococcus test for the episode.",86.69,78.64,,71.12,Administrative,CWP,rate
2016,CHIP,SelectHealth,Frequency of Ongoing Prenatal Care,<21 Percent,"The percentage of Medicaid deliveries during the measurement period where there were less 21 percent of the expected number of prenatal care visits, adjusted for gestational age and month of enrollment.",,28.57,,11.96,Not Reportable,FPC,rate_21
2016,CHIP,SelectHealth,Frequency of Ongoing Prenatal Care,81+ Percent,"The percentage of Medicaid deliveries during the measurement period where there were greater than 81 percent of the expected number of prenatal care visits, adjusted for gestational age and month of enrollment.",,57.14,,56.61,Not Reportable,FPC,rate_81
2016,CHIP,SelectHealth,Frequency of Ongoing Prenatal Care,21-40 Percent,"The percentage of Medicaid deliveries during the measurement period where there were 21 percent-40 percent of the expected number of prenatal care visits, adjusted for gestational age and month of enrollment.",,0,,7.26,Not Reportable,FPC,rate2140
2016,CHIP,SelectHealth,Frequency of Ongoing Prenatal Care,41-60 Percent,"The percentage of Medicaid deliveries during the measurement period where there were 41 percent-60 percent of the expected number of prenatal care visits, adjusted for gestational age and month of enrollment.",,0,,8.59,Not Reportable,FPC,rate4160
2016,CHIP,SelectHealth,Frequency of Ongoing Prenatal Care,61-80 Percent,"The percentage of Medicaid deliveries during the measurement period where there were 61 percent-80 percent of the expected number of prenatal care visits, adjusted for gestational age and month of enrollment.",,14.29,,15.23,Not Reportable,FPC,rate6180
2016,CHIP,SelectHealth,Follow-Up After Hospitalization for Mental Illness,30-Day Follow-Up,The percentage of discharges for members 6 years of age and older who were hospitalized for treatment of selected mental health disorders and had a visit with a mental health practitioner within 30 days of discharge.,53.85,43.59,,61.29,Administrative,FUH,rate30
2016,CHIP,SelectHealth,Follow-Up After Hospitalization for Mental Illness,7-Day Follow-Up,The percentage of discharges for members 6 years of age and older who were hospitalized for treatment of selected mental health disorders and had a visit with a mental health practitioner within 7 days of discharge.,46.15,39.74,,43.71,Administrative,FUH,rate7
2016,CHIP,SelectHealth,Human Papillomavirus Vaccine for Female Adolescents,,The percentage of female adolescents 13 years of age who had three doses of the HPV vaccine by their 13th birthday.,23.38,29.67,,22.71,Admin+Chart Review,HPV,rate
2016,CHIP,SelectHealth,Initiation and Engagement of AOD Dependence Treatment,Engagement of AOD Treatment: 13-17 Years,"The percentage of members age 13-17 who initiate treatment through an inpatient AOD admission, outpatient visit, intensive outpatient encounter or partial hospitalization within 14 days of the diagnosis.",8.33,8.33,,15.44,Administrative,IET,reng1317
2016,CHIP,SelectHealth,Initiation and Engagement of AOD Dependence Treatment,Engagement of AOD Treatment: 18+ Years,"The percentage of members age 18+ who initiate treatment through an inpatient AOD admission, outpatient visit, intensive outpatient encounter or partial hospitalization within 14 days of the diagnosis.",0,0,,9.69,Administrative,IET,reng18
2016,CHIP,SelectHealth,Initiation and Engagement of AOD Dependence Treatment,Engagement of AOD Treatment: Total,"The percentage of members who initiate treatment through an inpatient AOD admission, outpatient visit, intensive outpatient encounter or partial hospitalization within 14 days of the diagnosis.",5.56,5.56,,10.23,Administrative,IET,rengtot
2016,CHIP,SelectHealth,Initiation and Engagement of AOD Dependence Treatment,Initiation of AOD Treatment: 13-17 Years,The percentage of members age 13-17 who initiated treatment and who had two or more additional services with a diagnosis of AOD within 30 days of the initiation visit.,58.33,58.33,,42.25,Administrative,IET,rini1317
2016,CHIP,SelectHealth,Initiation and Engagement of AOD Dependence Treatment,Initiation of AOD Treatment: 18+ Years,The percentage of members age 18+ who initiated treatment and who had two or more additional services with a diagnosis of AOD within 30 days of the initiation visit.,33.33,33.33,,37.94,Administrative,IET,rini18
2016,CHIP,SelectHealth,Initiation and Engagement of AOD Dependence Treatment,Initiation of AOD Treatment: Total,The percentage of members who initiated treatment and who had two or more additional services with a diagnosis of AOD within 30 days of the initiation visit.,50,50,,38.23,Administrative,IET,rinitot
2016,CHIP,SelectHealth,Immunizations for Adolescents,Combination #1,"The percentage of adolescents 13 years of age who had one dose of meningococcal vaccine and one Tdap vaccine or one tetanus, diphtheria toxoids vaccine (Td) by their 13th birthday.",79.47,81.54,,72.66,Admin+Chart Review,IMA,rateco1
2016,CHIP,SelectHealth,Immunizations for Adolescents,Meningococcal,The percentage of adolescents 13 years of age who had one dose of meningococcal vaccine by their 13th birthday.,80.46,83.83,,74.79,Admin+Chart Review,IMA,ratemen
